,index,postId,Score,UserId,CommentCount,Reputation,Views,UpVotes,DownVotes
70,70,3197,6,55746,0,6764,1089,604,25
71,71,3295,2,55746,2,6764,1089,604,25
72,72,3297,2,55746,0,6764,1089,604,25
73,73,3335,3,55746,0,6764,1089,604,25
74,74,3339,2,55746,3,6764,1089,604,25
75,75,3405,14,55746,6,6764,1089,604,25
76,76,3453,2,55746,9,6764,1089,604,25
77,77,3460,29,55746,0,6764,1089,604,25
78,78,3527,14,55746,1,6764,1089,604,25
79,79,3532,12,55746,0,6764,1089,604,25
80,80,3555,30,55746,4,6764,1089,604,25
81,81,3789,2,55746,0,6764,1089,604,25
82,82,3814,73,55746,2,6764,1089,604,25
83,83,3880,8,55746,1,6764,1089,604,25
84,84,4176,3,55746,9,6764,1089,604,25
85,85,4177,4,55746,2,6764,1089,604,25
86,86,4309,6,55746,5,6764,1089,604,25
87,87,4311,7,55746,6,6764,1089,604,25
88,88,4338,3,55746,8,6764,1089,604,25
89,89,4340,5,55746,3,6764,1089,604,25
90,90,4852,1,55746,0,6764,1089,604,25
91,91,5184,12,55746,3,6764,1089,604,25
92,92,5287,1,55746,0,6764,1089,604,25
93,93,5600,11,55746,2,6764,1089,604,25
94,94,6221,7,55746,4,6764,1089,604,25
95,95,6251,4,55746,0,6764,1089,604,25
96,96,6255,6,55746,2,6764,1089,604,25
97,97,6683,4,55746,1,6764,1089,604,25
98,98,6935,3,55746,1,6764,1089,604,25
99,99,7287,3,55746,2,6764,1089,604,25
100,100,7405,3,55746,1,6764,1089,604,25
101,101,7452,3,55746,2,6764,1089,604,25
102,102,8043,4,55746,2,6764,1089,604,25
103,103,11626,5,55746,1,6764,1089,604,25
104,104,11803,3,55746,3,6764,1089,604,25
105,105,11981,1,55746,14,6764,1089,604,25
106,106,12158,2,55746,0,6764,1089,604,25
107,107,12185,7,55746,1,6764,1089,604,25
108,108,12293,3,55746,1,6764,1089,604,25
109,109,12394,8,55746,2,6764,1089,604,25
110,110,12396,8,55746,2,6764,1089,604,25
111,111,12399,5,55746,4,6764,1089,604,25
112,112,12489,2,55746,0,6764,1089,604,25
113,113,12624,1,55746,6,6764,1089,604,25
114,114,13455,7,55746,4,6764,1089,604,25
115,115,15676,12,55746,1,6764,1089,604,25
116,116,15754,0,55746,6,6764,1089,604,25
117,117,17426,4,55746,0,6764,1089,604,25
118,118,23733,4,55746,2,6764,1089,604,25
119,119,26819,2,55746,1,6764,1089,604,25
120,120,37982,11,55746,2,6764,1089,604,25
121,121,2,22,55746,1,344,48,36,1
122,122,10,23,55746,4,344,48,36,1
123,123,348,-4,55746,2,344,48,36,1
124,124,3,54,55746,4,128,8,16,0
125,125,2427,5,55746,4,128,8,16,0
126,126,4,13,55746,2,308,52,34,1
127,127,5,81,55746,3,308,52,34,1
128,128,13,14,55746,4,308,52,34,1
129,129,6,152,55746,5,6792,1145,662,5
130,130,12,20,55746,1,6792,1145,662,5
131,131,32,12,55746,0,6792,1145,662,5
132,132,49,6,55746,0,6792,1145,662,5
133,133,64,6,55746,0,6792,1145,662,5
134,134,76,22,55746,3,6792,1145,662,5
135,135,83,2,55746,0,6792,1145,662,5
136,136,96,4,55746,0,6792,1145,662,5
137,137,103,28,55746,6,6792,1145,662,5
138,138,108,14,55746,1,6792,1145,662,5
139,139,125,75,55746,2,6792,1145,662,5
140,140,126,26,55746,4,6792,1145,662,5
141,141,131,23,55746,0,6792,1145,662,5
142,142,139,21,55746,2,6792,1145,662,5
143,143,197,9,55746,1,6792,1145,662,5
144,144,199,4,55746,0,6792,1145,662,5
145,145,217,6,55746,4,6792,1145,662,5
146,146,299,8,55746,0,6792,1145,662,5
147,147,306,8,55746,2,6792,1145,662,5
148,148,314,11,55746,1,6792,1145,662,5
149,149,329,11,55746,0,6792,1145,662,5
150,150,398,14,55746,1,6792,1145,662,5
151,151,423,156,55746,7,6792,1145,662,5
152,152,433,40,55746,0,6792,1145,662,5
153,153,504,4,55746,0,6792,1145,662,5
154,154,550,11,55746,0,6792,1145,662,5
155,155,560,9,55746,2,6792,1145,662,5
156,156,562,10,55746,1,6792,1145,662,5
157,157,569,3,55746,0,6792,1145,662,5
158,158,593,3,55746,1,6792,1145,662,5
159,159,616,6,55746,0,6792,1145,662,5
160,160,617,9,55746,1,6792,1145,662,5
161,161,634,7,55746,0,6792,1145,662,5
162,162,772,11,55746,1,6792,1145,662,5
163,163,774,7,55746,0,6792,1145,662,5
164,164,776,2,55746,0,6792,1145,662,5
165,165,827,13,55746,6,6792,1145,662,5
166,166,898,5,55746,1,6792,1145,662,5
167,167,1134,4,55746,0,6792,1145,662,5
168,168,1135,3,55746,0,6792,1145,662,5
169,169,1136,1,55746,2,6792,1145,662,5
170,170,1165,1,55746,0,6792,1145,662,5
171,171,1199,4,55746,0,6792,1145,662,5
172,172,1235,4,55746,1,6792,1145,662,5
173,173,1309,2,55746,3,6792,1145,662,5
174,174,1451,8,55746,1,6792,1145,662,5
175,175,1491,10,55746,3,6792,1145,662,5
176,176,1503,1,55746,1,6792,1145,662,5
177,177,1504,4,55746,0,6792,1145,662,5
178,178,1546,5,55746,1,6792,1145,662,5
179,179,1551,8,55746,4,6792,1145,662,5
180,180,1613,3,55746,1,6792,1145,662,5
181,181,1648,18,55746,1,6792,1145,662,5
182,182,1706,2,55746,1,6792,1145,662,5
183,183,1826,26,55746,1,6792,1145,662,5
184,184,1828,17,55746,3,6792,1145,662,5
185,185,1831,3,55746,2,6792,1145,662,5
186,186,1857,3,55746,2,6792,1145,662,5
187,187,1893,10,55746,0,6792,1145,662,5
188,188,1904,11,55746,0,6792,1145,662,5
189,189,1906,7,55746,3,6792,1145,662,5
190,190,1907,7,55746,0,6792,1145,662,5
191,191,1908,5,55746,0,6792,1145,662,5
192,192,1910,4,55746,0,6792,1145,662,5
193,193,1912,3,55746,7,6792,1145,662,5
194,194,1958,3,55746,2,6792,1145,662,5
195,195,1983,3,55746,0,6792,1145,662,5
196,196,2072,13,55746,2,6792,1145,662,5
197,197,2077,21,55746,0,6792,1145,662,5
198,198,2101,6,55746,0,6792,1145,662,5
199,199,2110,3,55746,2,6792,1145,662,5
200,200,2149,22,55746,0,6792,1145,662,5
201,201,2166,4,55746,0,6792,1145,662,5
202,202,2167,11,55746,3,6792,1145,662,5
203,203,2172,15,55746,3,6792,1145,662,5
204,204,2213,15,55746,2,6792,1145,662,5
205,205,2217,95,55746,1,6792,1145,662,5
206,206,2236,9,55746,1,6792,1145,662,5
207,207,2245,24,55746,2,6792,1145,662,5
208,208,2247,10,55746,1,6792,1145,662,5
209,209,2302,4,55746,0,6792,1145,662,5
210,210,2346,26,55746,2,6792,1145,662,5
211,211,2389,5,55746,0,6792,1145,662,5
212,212,2412,4,55746,3,6792,1145,662,5
213,213,2456,16,55746,4,6792,1145,662,5
214,214,2627,10,55746,1,6792,1145,662,5
215,215,2911,16,55746,3,6792,1145,662,5
216,216,3055,1,55746,6,6792,1145,662,5
217,217,3056,1,55746,3,6792,1145,662,5
218,218,3168,5,55746,3,6792,1145,662,5
219,219,3223,4,55746,1,6792,1145,662,5
220,220,3239,15,55746,5,6792,1145,662,5
221,221,3319,3,55746,1,6792,1145,662,5
222,222,3414,6,55746,4,6792,1145,662,5
223,223,3424,7,55746,5,6792,1145,662,5
224,224,3461,7,55746,5,6792,1145,662,5
225,225,3480,1,55746,0,6792,1145,662,5
226,226,3576,7,55746,2,6792,1145,662,5
227,227,3600,1,55746,0,6792,1145,662,5
228,228,3637,1,55746,0,6792,1145,662,5
229,229,3675,2,55746,0,6792,1145,662,5
230,230,3703,2,55746,1,6792,1145,662,5
231,231,3756,6,55746,0,6792,1145,662,5
232,232,3761,3,55746,1,6792,1145,662,5
233,233,3848,2,55746,1,6792,1145,662,5
234,234,3891,6,55746,4,6792,1145,662,5
235,235,3998,3,55746,2,6792,1145,662,5
236,236,4634,2,55746,2,6792,1145,662,5
237,237,4635,6,55746,3,6792,1145,662,5
238,238,4761,5,55746,0,6792,1145,662,5
239,239,5086,2,55746,1,6792,1145,662,5
240,240,5296,24,55746,1,6792,1145,662,5
241,241,6235,12,55746,6,6792,1145,662,5
242,242,6241,17,55746,2,6792,1145,662,5
243,243,6278,20,55746,3,6792,1145,662,5
244,244,6389,2,55746,0,6792,1145,662,5
245,245,6757,3,55746,1,6792,1145,662,5
246,246,7,76,55746,3,133,15,1,0
247,247,8,0,55746,2,156,2,0,0
248,248,20,3,55746,2,156,2,0,0
249,249,8222,6,55746,1,156,2,0,0
250,250,9,13,55746,3,101,3,3,0
251,251,11,2,55746,2,185,27,23,0
252,252,371,15,55746,2,185,27,23,0
253,253,881,5,55746,0,185,27,23,0
254,254,51282,1,55746,0,185,27,23,0
255,255,51346,1,55746,0,185,27,23,0
256,256,82217,1,55746,1,185,27,23,0
257,257,99046,0,55746,0,185,27,23,0
258,258,103418,10,55746,0,185,27,23,0
259,259,14,5,55746,1,1570,173,26,1
260,260,18,31,55746,1,1570,173,26,1
261,261,29,5,55746,0,1570,173,26,1
262,262,48,3,55746,4,1570,173,26,1
263,263,52,7,55746,0,1570,173,26,1
264,264,67,2,55746,0,1570,173,26,1
265,265,71,2,55746,0,1570,173,26,1
266,266,117,25,55746,1,1570,173,26,1
267,267,157,7,55746,3,1570,173,26,1
268,268,315,5,55746,0,1570,173,26,1
269,269,316,7,55746,1,1570,173,26,1
270,270,440,13,55746,0,1570,173,26,1
271,271,441,5,55746,0,1570,173,26,1
272,272,442,7,55746,0,1570,173,26,1
273,273,470,32,55746,6,1570,173,26,1
274,274,576,3,55746,0,1570,173,26,1
275,275,1003,8,55746,0,1570,173,26,1
276,276,1005,10,55746,1,1570,173,26,1
277,277,7225,12,55746,8,1570,173,26,1
278,278,7357,16,55746,0,1570,173,26,1
279,279,8044,13,55746,8,1570,173,26,1
280,280,10744,8,55746,2,1570,173,26,1
281,281,13869,6,55746,0,1570,173,26,1
282,282,14002,42,55746,0,1570,173,26,1
283,283,14129,6,55746,1,1570,173,26,1
284,284,17283,1,55746,0,1570,173,26,1
285,285,21071,7,55746,0,1570,173,26,1
286,286,31726,12,55746,1,1570,173,26,1
287,287,113626,2,55746,2,1570,173,26,1
288,288,15,13,55746,0,457,114,47,0
289,289,982,6,55746,3,457,114,47,0
290,290,983,2,55746,1,457,114,47,0
291,291,3804,2,55746,2,457,114,47,0
292,292,6578,1,55746,5,457,114,47,0
293,293,9329,9,55746,4,457,114,47,0
294,294,21843,2,55746,3,457,114,47,0
295,295,23750,5,55746,0,457,114,47,0
296,296,25770,40,55746,1,457,114,47,0
297,297,39110,4,55746,1,457,114,47,0
298,298,39226,0,55746,2,457,114,47,0
299,299,47256,1,55746,0,457,114,47,0
300,300,19,12,55746,0,366,16,48,1
301,301,45,5,55746,1,366,16,48,1
302,302,54,11,55746,5,366,16,48,1
303,303,89,5,55746,0,366,16,48,1
304,304,21,4,55746,1,402,82,51,0
305,305,39,4,55746,0,402,82,51,0
306,306,624,3,55746,0,402,82,51,0
307,307,633,4,55746,0,402,82,51,0
308,308,638,8,55746,0,402,82,51,0
309,309,642,1,55746,0,402,82,51,0
310,310,806,4,55746,1,402,82,51,0
311,311,913,3,55746,2,402,82,51,0
312,312,1138,1,55746,0,402,82,51,0
313,313,1252,22,55746,1,402,82,51,0
314,314,1293,0,55746,1,402,82,51,0
315,315,1719,7,55746,1,402,82,51,0
316,316,3641,3,55746,9,402,82,51,0
317,317,3707,3,55746,7,402,82,51,0
318,318,5814,7,55746,7,402,82,51,0
319,319,11277,4,55746,0,402,82,51,0
320,320,11428,2,55746,0,402,82,51,0
321,321,15853,2,55746,3,402,82,51,0
322,322,16402,2,55746,2,402,82,51,0
323,323,16545,3,55746,2,402,82,51,0
324,324,16915,2,55746,0,402,82,51,0
325,325,17276,4,55746,4,402,82,51,0
326,326,18161,2,55746,0,402,82,51,0
327,327,22473,4,55746,6,402,82,51,0
328,328,55057,0,55746,0,402,82,51,0
329,329,61989,3,55746,10,402,82,51,0
330,330,62754,5,55746,7,402,82,51,0
331,331,71074,3,55746,0,402,82,51,0
332,332,95624,2,55746,5,402,82,51,0
333,333,22,102,55746,1,614,102,12,0
334,334,23,10,55746,1,530,174,630,6
335,335,25,7,55746,4,530,174,630,6
336,336,30,7,55746,2,530,174,630,6
337,337,33,5,55746,1,530,174,630,6
338,338,40,8,55746,1,530,174,630,6
339,339,57,2,55746,4,530,174,630,6
340,340,75,5,55746,4,530,174,630,6
341,341,81,7,55746,0,530,174,630,6
342,342,387,36,55746,0,530,174,630,6
343,343,4254,13,55746,8,530,174,630,6
344,344,24,17,55746,0,1956,147,39,4
345,345,38,2,55746,2,1956,147,39,4
346,346,93,5,55746,3,1956,147,39,4
347,347,110,3,55746,2,1956,147,39,4
348,348,121,71,55746,6,1956,147,39,4
349,349,127,18,55746,2,1956,147,39,4
350,350,188,21,55746,4,1956,147,39,4
351,351,198,3,55746,0,1956,147,39,4
352,352,320,14,55746,0,1956,147,39,4
353,353,331,5,55746,1,1956,147,39,4
354,354,353,11,55746,1,1956,147,39,4
355,355,376,9,55746,0,1956,147,39,4
356,356,460,6,55746,2,1956,147,39,4
357,357,472,6,55746,0,1956,147,39,4
358,358,588,6,55746,4,1956,147,39,4
359,359,589,6,55746,0,1956,147,39,4
360,360,599,9,55746,0,1956,147,39,4
361,361,1188,1,55746,0,1956,147,39,4
362,362,1189,3,55746,0,1956,147,39,4
363,363,1276,4,55746,0,1956,147,39,4
364,364,1319,9,55746,4,1956,147,39,4
365,365,1408,4,55746,4,1956,147,39,4
366,366,1512,4,55746,0,1956,147,39,4
367,367,26,18,55746,14,321,44,4,0
368,368,328,5,55746,3,321,44,4,0
369,369,942,15,55746,0,321,44,4,0
370,370,27,4,55746,0,503,42,10,0
371,371,44,8,55746,1,503,42,10,0
372,372,51,1,55746,0,503,42,10,0
373,373,58,10,55746,0,503,42,10,0
374,374,378,11,55746,0,503,42,10,0
375,375,517,13,55746,2,503,42,10,0
376,376,648,13,55746,7,503,42,10,0
377,377,31,66,55746,3,817,178,44,1
378,378,86,8,55746,5,817,178,44,1
379,379,175,29,55746,1,817,178,44,1
380,380,235,4,55746,0,817,178,44,1
381,381,244,17,55746,4,817,178,44,1
382,382,425,88,55746,0,817,178,44,1
383,383,455,27,55746,1,817,178,44,1
384,384,34,3,55746,0,212,10,5,0
385,385,223,5,55746,5,212,10,5,0
386,386,14962,3,55746,3,212,10,5,0
387,387,18907,2,55746,2,212,10,5,0
388,388,35,10,55746,0,360,18,21,2
389,389,349,8,55746,5,360,18,21,2
390,390,618,15,55746,6,360,18,21,2
391,391,2580,8,55746,4,360,18,21,2
392,392,13346,11,55746,1,360,18,21,2
393,393,41,8,55746,0,804,64,11,0
394,394,118,122,55746,11,804,64,11,0
395,395,42,12,55746,3,211,16,7,0
396,396,185,10,55746,2,211,16,7,0
397,397,289,4,55746,0,211,16,7,0
398,398,43,7,55746,5,2316,1126,74,65
399,399,61,22,55746,5,2316,1126,74,65
400,400,77,16,55746,7,2316,1126,74,65
401,401,104,16,55746,0,2316,1126,74,65
402,402,137,15,55746,2,2316,1126,74,65
403,403,149,8,55746,0,2316,1126,74,65
404,404,162,14,55746,4,2316,1126,74,65
405,405,165,56,55746,3,2316,1126,74,65
406,406,172,10,55746,1,2316,1126,74,65
407,407,178,9,55746,0,2316,1126,74,65
408,408,182,16,55746,0,2316,1126,74,65
409,409,208,4,55746,1,2316,1126,74,65
410,410,333,3,55746,3,2316,1126,74,65
411,411,340,5,55746,0,2316,1126,74,65
412,412,363,52,55746,2,2316,1126,74,65
413,413,390,4,55746,3,2316,1126,74,65
414,414,453,8,55746,0,2316,1126,74,65
415,415,523,4,55746,2,2316,1126,74,65
416,416,637,4,55746,0,2316,1126,74,65
417,417,641,4,55746,2,2316,1126,74,65
418,418,677,5,55746,1,2316,1126,74,65
419,419,680,17,55746,2,2316,1126,74,65
420,420,682,6,55746,3,2316,1126,74,65
421,421,694,66,55746,1,2316,1126,74,65
422,422,853,1,55746,0,2316,1126,74,65
423,423,1023,7,55746,1,2316,1126,74,65
424,424,1281,0,55746,0,2316,1126,74,65
425,425,1523,5,55746,5,2316,1126,74,65
426,426,1525,11,55746,3,2316,1126,74,65
427,427,1669,1,55746,1,2316,1126,74,65
428,428,1760,36,55746,0,2316,1126,74,65
429,429,1996,11,55746,1,2316,1126,74,65
430,430,2012,4,55746,0,2316,1126,74,65
431,431,2125,26,55746,3,2316,1126,74,65
432,432,2150,17,55746,4,2316,1126,74,65
433,433,2173,2,55746,3,2316,1126,74,65
434,434,2199,2,55746,1,2316,1126,74,65
435,435,2324,4,55746,0,2316,1126,74,65
436,436,2358,9,55746,0,2316,1126,74,65
437,437,2499,18,55746,4,2316,1126,74,65
438,438,2634,0,55746,0,2316,1126,74,65
439,439,3691,5,55746,1,2316,1126,74,65
440,440,3960,1,55746,0,2316,1126,74,65
441,441,4412,0,55746,0,2316,1126,74,65
442,442,4734,3,55746,5,2316,1126,74,65
443,443,4735,8,55746,0,2316,1126,74,65
444,444,5018,7,55746,1,2316,1126,74,65
445,445,5019,39,55746,0,2316,1126,74,65
446,446,5122,20,55746,6,2316,1126,74,65
447,447,5123,19,55746,3,2316,1126,74,65
448,448,5124,40,55746,6,2316,1126,74,65
449,449,5125,34,55746,0,2316,1126,74,65
450,450,5155,35,55746,2,2316,1126,74,65
451,451,5511,7,55746,0,2316,1126,74,65
452,452,5528,5,55746,0,2316,1126,74,65
453,453,5529,4,55746,0,2316,1126,74,65
454,454,5530,7,55746,1,2316,1126,74,65
455,455,5531,1,55746,2,2316,1126,74,65
456,456,7460,5,55746,0,2316,1126,74,65
457,457,7462,0,55746,0,2316,1126,74,65
458,458,7465,3,55746,4,2316,1126,74,65
459,459,9110,2,55746,8,2316,1126,74,65
460,460,9401,3,55746,3,2316,1126,74,65
461,461,10251,10,55746,10,2316,1126,74,65
462,462,11305,18,55746,2,2316,1126,74,65
463,463,11678,6,55746,0,2316,1126,74,65
464,464,11681,1,55746,0,2316,1126,74,65
465,465,14886,5,55746,0,2316,1126,74,65
466,466,14888,3,55746,3,2316,1126,74,65
467,467,14892,1,55746,3,2316,1126,74,65
468,468,19800,1,55746,0,2316,1126,74,65
469,469,35580,0,55746,1,2316,1126,74,65
470,470,100569,1,55746,2,2316,1126,74,65
471,471,46,0,55746,2,549,90,13,3
472,472,50,18,55746,4,549,90,13,3
473,473,269,11,55746,0,549,90,13,3
474,474,279,9,55746,0,549,90,13,3
475,475,295,8,55746,0,549,90,13,3
476,476,454,1,55746,0,549,90,13,3
477,477,498,2,55746,11,549,90,13,3
478,478,817,4,55746,0,549,90,13,3
479,479,835,9,55746,2,549,90,13,3
480,480,9013,3,55746,4,549,90,13,3
481,481,21637,0,55746,2,549,90,13,3
482,482,47,7,55746,2,591,90,693,6
483,483,70,15,55746,1,591,90,693,6
484,484,73,24,55746,5,591,90,693,6
485,485,90,3,55746,0,591,90,693,6
486,486,102,1,55746,0,591,90,693,6
487,487,132,6,55746,0,591,90,693,6
488,488,144,17,55746,0,591,90,693,6
489,489,308,1,55746,0,591,90,693,6
490,490,598,5,55746,2,591,90,693,6
491,491,781,3,55746,0,591,90,693,6
492,492,784,3,55746,0,591,90,693,6
493,493,1499,3,55746,2,591,90,693,6
494,494,1500,2,55746,1,591,90,693,6
495,495,2029,3,55746,0,591,90,693,6
496,496,2174,4,55746,2,591,90,693,6
497,497,3849,2,55746,2,591,90,693,6
498,498,3944,6,55746,0,591,90,693,6
499,499,4136,1,55746,0,591,90,693,6
500,500,4432,6,55746,0,591,90,693,6
501,501,4449,3,55746,1,591,90,693,6
502,502,4589,18,55746,1,591,90,693,6
503,503,5429,3,55746,1,591,90,693,6
504,504,5959,2,55746,0,591,90,693,6
505,505,6614,7,55746,0,591,90,693,6
506,506,7374,2,55746,0,591,90,693,6
507,507,8160,5,55746,2,591,90,693,6
508,508,8450,1,55746,0,591,90,693,6
509,509,10470,7,55746,0,591,90,693,6
510,510,10554,5,55746,0,591,90,693,6
511,511,11272,2,55746,1,591,90,693,6
512,512,12028,3,55746,3,591,90,693,6
513,513,12379,0,55746,0,591,90,693,6
514,514,16721,2,55746,0,591,90,693,6
515,515,16740,0,55746,0,591,90,693,6
516,516,20106,1,55746,6,591,90,693,6
517,517,50630,3,55746,0,591,90,693,6
518,518,64484,7,55746,2,591,90,693,6
519,519,113940,0,55746,0,591,90,693,6
520,520,114741,0,55746,0,591,90,693,6
521,521,53,40,55746,4,345,14,13,1
522,522,1104,15,55746,0,345,14,13,1
523,523,1528,4,55746,0,345,14,13,1
524,524,55,7,55746,0,563,64,10,0
525,525,69,3,55746,0,563,64,10,0
526,526,292,2,55746,0,563,64,10,0
527,527,297,5,55746,0,563,64,10,0
528,528,300,4,55746,0,563,64,10,0
529,529,317,18,55746,0,563,64,10,0
530,530,408,8,55746,0,563,64,10,0
531,531,410,2,55746,2,563,64,10,0
532,532,735,0,55746,0,563,64,10,0
533,533,816,4,55746,0,563,64,10,0
534,534,843,0,55746,0,563,64,10,0
535,535,965,4,55746,1,563,64,10,0
536,536,1013,1,55746,2,563,64,10,0
537,537,1304,3,55746,2,563,64,10,0
538,538,1466,4,55746,2,563,64,10,0
539,539,4741,1,55746,2,563,64,10,0
540,540,5017,2,55746,2,563,64,10,0
541,541,7511,4,55746,4,563,64,10,0
542,542,77728,0,55746,8,563,64,10,0
543,543,59,24,55746,1,1651,255,12,0
544,544,98,10,55746,0,1651,255,12,0
545,545,113,9,55746,5,1651,255,12,0
546,546,135,7,55746,3,1651,255,12,0
547,547,429,14,55746,5,1651,255,12,0
548,548,456,6,55746,0,1651,255,12,0
549,549,522,12,55746,1,1651,255,12,0
550,550,558,11,55746,0,1651,255,12,0
551,551,583,37,55746,2,1651,255,12,0
552,552,824,15,55746,2,1651,255,12,0
553,553,839,4,55746,0,1651,255,12,0
554,554,935,1,55746,1,1651,255,12,0
555,555,1069,4,55746,4,1651,255,12,0
556,556,1187,2,55746,1,1651,255,12,0
557,557,60,1,55746,1,611,83,12,0
558,558,66,5,55746,0,611,83,12,0
559,559,84,6,55746,0,611,83,12,0
560,560,120,39,55746,4,611,83,12,0
561,561,62,4,55746,0,123,19,3,0
562,562,63,25,55746,2,740,89,58,2
563,563,85,15,55746,2,740,89,58,2
564,564,91,10,55746,0,740,89,58,2
565,565,196,19,55746,2,740,89,58,2
566,566,623,3,55746,0,740,89,58,2
567,567,940,7,55746,0,740,89,58,2
568,568,1079,4,55746,1,740,89,58,2
569,569,14497,4,55746,5,740,89,58,2
570,570,80770,1,55746,0,740,89,58,2
571,571,81266,2,55746,1,740,89,58,2
572,572,82081,1,55746,1,740,89,58,2
573,573,82781,2,55746,3,740,89,58,2
574,574,72,6,55746,0,441,80,18,0
575,575,3450,5,55746,1,441,80,18,0
576,576,3451,4,55746,0,441,80,18,0
577,577,4238,4,55746,0,441,80,18,0
578,578,4241,0,55746,0,441,80,18,0
579,579,4385,2,55746,1,441,80,18,0
580,580,5366,7,55746,0,441,80,18,0
581,581,5442,4,55746,2,441,80,18,0
582,582,5588,2,55746,1,441,80,18,0
583,583,6140,2,55746,2,441,80,18,0
584,584,26337,4,55746,1,441,80,18,0
585,585,74,25,55746,0,14082,3320,4235,126
586,586,94,5,55746,0,14082,3320,4235,126
587,587,99,7,55746,1,14082,3320,4235,126
588,588,119,6,55746,3,14082,3320,4235,126
589,589,140,7,55746,0,14082,3320,4235,126
590,590,143,5,55746,2,14082,3320,4235,126
591,591,255,8,55746,1,14082,3320,4235,126
592,592,265,14,55746,0,14082,3320,4235,126
593,593,275,5,55746,0,14082,3320,4235,126
594,594,309,2,55746,1,14082,3320,4235,126
595,595,337,1,55746,4,14082,3320,4235,126
596,596,341,2,55746,0,14082,3320,4235,126
597,597,343,3,55746,0,14082,3320,4235,126
598,598,344,3,55746,2,14082,3320,4235,126
599,599,358,6,55746,4,14082,3320,4235,126
600,600,360,4,55746,2,14082,3320,4235,126
601,601,380,3,55746,0,14082,3320,4235,126
602,602,424,109,55746,3,14082,3320,4235,126
603,603,435,84,55746,1,14082,3320,4235,126
604,604,450,6,55746,3,14082,3320,4235,126
605,605,462,8,55746,0,14082,3320,4235,126
606,606,464,3,55746,4,14082,3320,4235,126
607,607,483,14,55746,2,14082,3320,4235,126
608,608,494,6,55746,2,14082,3320,4235,126
609,609,501,3,55746,7,14082,3320,4235,126
